date,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2011/5/20,3120.579,3133.429,3113.271,3121.596,3120.639,3846801200,48967028428,3,0.002537,1,0.030668,1
2011/5/23,3115.312,3115.312,3021.45,3022.98,3121.596,5590247200,66976426510,3,0.003686,1,-3.159152,1
2011/5/24,3013.715,3029.746,2999.885,3026.223,3022.98,4160894400,52971692396,3,0.002743,1,0.107276,1
2011/5/25,3020.323,3030.988,2988.094,2990.343,3026.223,3928970400,48604397867,3,0.00259,1,-1.185632,1
2011/5/26,3011.466,3021.203,2977.596,2978.381,2990.343,3700374700,48346482355,3,0.00244,1,-0.400018,1
2011/5/27,2980.721,2996.605,2962.067,2963.308,2978.381,4277090500,52019994149,3,0.002818,1,-0.50608,1
2011/5/30,2956.575,2982.583,2942.361,2954.506,2963.308,3467116000,42960260576,3,0.002282,1,-0.297033,1
2011/5/31,2958.607,3001.727,2946.146,3001.556,2954.506,3968939900,50553386204,3,0.002612,1,1.592476,1
2011/6/1,2996.085,3006.556,2985.711,3004.173,3001.556,3841932700,49060076491,3,0.002528,1,0.087194,1
2011/6/2,2970.634,2984.491,2923.016,2955.705,3004.173,5261786700,61748347004,3,0.003462,1,-1.613356,1
2011/6/3,2951.579,2993.895,2951.201,2986.349,2955.705,3907616400,49273758984,3,0.002565,1,1.036776,1
2011/6/7,2977.681,3006.569,2974.361,3004.262,2986.349,3685233200,49859134919,3,0.002417,1,0.599824,1
2011/6/8,3003.581,3012.806,2965.923,3008.652,3004.262,4290875800,51123188095,3,0.002815,1,0.14613,1
2011/6/9,3000.404,3004.06,2951.889,2951.889,3008.652,4749663600,55381280377,3,0.003114,1,-1.886665,1
2011/6/10,2947.927,2964.079,2925.868,2961.932,2951.889,4220188200,50942992933,3,0.002767,1,0.340222,1
2011/6/13,2940.391,2957.523,2921.746,2950.348,2961.932,3835166800,46991283431,3,0.002513,1,-0.391095,1
2011/6/14,2947.655,3000.526,2943.531,2993.559,2950.348,5598281500,66158911408,3,0.003668,1,1.464613,1
2011/6/15,2984.962,2999.15,2963.112,2963.119,2993.559,4439085200,54467701030,3,0.002908,1,-1.016856,1
2011/6/16,2939.681,2946.815,2915.401,2917.578,2963.119,4113548200,47067185495,3,0.002692,1,-1.536928,1
2011/6/17,2916.405,2934.061,2891.015,2892.157,2917.578,4117653000,51647156163,3,0.002691,1,-0.871301,1
2011/6/20,2888.935,2896.081,2862.408,2874.896,2892.157,3799198200,45416696840,3,0.00248,1,-0.59682,1
2011/6/21,2883.354,2909.572,2877.054,2909.073,2874.896,4203892300,50160678865,3,0.002744,1,1.188808,1
2011/6/22,2913.666,2921.034,2894.178,2908.582,2909.073,3731880200,43263825738,3,0.002436,1,-0.016877,1
2011/6/23,2899.013,2966.54,2888.678,2957.629,2908.582,4594111700,55276886318,3,0.002999,1,1.686281,1
2011/6/24,2946.609,3047.943,2944.051,3027.47,2957.629,8545924000,1.04973E+11,3,0.005568,1,2.361387,1
2011/6/27,3028.496,3056.023,3019.236,3036.491,3027.47,6561577100,79044152725,3,0.004275,1,0.297971,1
2011/6/28,3040.183,3046.797,3013.996,3041.734,3036.491,5576625400,70333384864,3,0.003631,1,0.172664,1
2011/6/29,3039.047,3043.815,2999.953,3000.169,3041.734,5347684800,61717623012,3,0.003482,1,-1.366488,1
2011/6/30,3003.23,3058.625,3003.23,3044.089,3000.169,6250254900,73891668789,3,0.004059,1,1.463923,1
2011/7/1,3052.12,3071.206,3034.072,3049.745,3044.089,5676665300,72614645374,3,0.003732,1,0.185803,1
2011/7/4,3064.935,3124.582,3064.935,3121.98,3049.745,8046403100,1.0268E+11,3,0.005271,1,2.368554,1
2011/7/5,3122.899,3128.529,3105.086,3122.5,3121.98,6776333500,81999827927,3,0.004438,1,0.016657,1
2011/7/6,3116.121,3116.121,3084.834,3113.712,3122.5,6155580700,76556996969,3,0.004031,1,-0.281444,1
2011/7/7,3123.29,3140.102,3101.096,3101.68,3113.712,7181036000,92120550136,3,0.004681,1,-0.386419,1
2011/7/8,3105.486,3124.386,3093.374,3109.183,3101.68,5128259300,65155542913,3,0.003343,1,0.241907,1
2011/7/11,3097.874,3120.998,3086.263,3113.206,3109.183,4792066000,62237248759,3,0.003124,1,0.129389,1
2011/7/12,3089.136,3090.097,3054.8,3056.905,3113.206,5710798400,71222640397,3,0.003719,1,-1.808458,1
2011/7/13,3060.42,3108.497,3060.42,3106.247,3056.905,5411436700,68294830332,3,0.003524,1,1.614118,1
2011/7/14,3112.587,3126.153,3092.473,3115.745,3106.247,6031493500,79948505027,3,0.003926,1,0.305772,1
2011/7/15,3105.497,3130.775,3097.336,3128.889,3115.745,6155032200,79424849005,3,0.003988,1,0.421851,1
2011/7/18,3131.803,3137.922,3113.667,3122.6,3128.889,6069131100,78225031039,3,0.003928,1,-0.200992,1
2011/7/19,3108.472,3109.916,3088.377,3095.125,3122.6,5338870900,68506068928,3,0.003449,1,-0.879879,1
2011/7/20,3113.705,3119.543,3071.85,3091.567,3095.125,4411833100,56930993021,3,0.00285,1,-0.114958,1
2011/7/21,3092.271,3099.278,3058.255,3059.139,3091.567,4408469100,57942637401,3,0.002848,1,-1.048917,1
2011/7/22,3066.192,3083.191,3059.598,3067.985,3059.139,3725725500,49618948350,3,0.002407,1,0.289173,1
2011/7/25,3050.897,3050.897,2958.878,2968.289,3067.985,6718099600,77513632253,3,0.00434,1,-3.249561,1
2011/7/26,2965.721,2980.857,2957.61,2977.766,2968.289,4351545700,49560684459,3,0.002811,1,0.319277,1
2011/7/27,2961.576,3002.691,2951.516,3000.052,2977.766,4838561200,58746220328,3,0.003125,1,0.74841,1
2011/7/28,2973.642,2984.375,2956.71,2981.002,3000.052,4813898400,60678598008,3,0.003104,1,-0.634991,1
2011/7/29,2981.021,2995.974,2948.076,2972.079,2981.002,4629825300,54358237266,3,0.002985,1,-0.299324,1
2011/8/1,2969.106,2991.051,2958.832,2977.721,2972.079,3388694900,41203123005,3,0.002185,1,0.189828,1
2011/8/2,2958.85,2958.85,2919.014,2956.383,2977.721,3897835700,48435295389,3,0.002513,1,-0.716585,1
2011/8/3,2930.193,2969.132,2927.096,2954.87,2956.383,3866836200,49593983761,3,0.002489,1,-0.051175,1
2011/8/4,2962.913,2983.012,2951.838,2960.309,2954.87,3298571900,41335656567,3,0.002123,1,0.184068,1
2011/8/5,2881.737,2916.41,2868.157,2897.417,2960.309,4931685400,60240017405,3,0.003172,1,-2.124511,1
2011/8/8,2864.514,2888.769,2747.967,2793.897,2897.417,7151776600,83694787456,3,0.004599,1,-3.572838,1
2011/8/9,2720.953,2812.769,2697.062,2798.19,2793.897,6984267600,79653278208,3,0.004491,1,0.153655,1
2011/8/10,2845.352,2858.553,2820.123,2824.12,2798.19,5865931200,68580540607,3,0.003772,1,0.926677,1
2011/8/11,2779.715,2867.311,2777.761,2866.924,2824.12,5899768900,69223945409,3,0.003794,1,1.515656,1
2011/8/12,2881.554,2894.224,2868.871,2875.365,2866.924,5719740600,63487643741,3,0.003678,1,0.294424,1
2011/8/15,2883.174,2917.883,2870.19,2917.883,2875.365,5987547600,61102226502,3,0.00385,1,1.478702,1
